brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
volvo,s60 model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
mercedes-benz,b model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,18000-21000
opel,zafira model,Polovan,Dizel,l2,75-85,Manuelni,l4,braon,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
volkswagen,touran model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,18000-21000
audi,a4 model,Polovan,Dizel,l3,95-105,Automatik,l5,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,18000-21000
volkswagen,passat model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
mercedes-benz,b model,Polovan,Dizel,l3,75-85,Automatik,l4,crna,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,95-105,Manuelni,l2,siva,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,18000-21000
volkswagen,polo model,Nov,Benzin,l1,0-45,Manuelni,l1,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,18000-21000
volvo,s60 model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
opel,insignia model,Polovan,Dizel,l3,95-105,Manuelni,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
opel,insignia model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
opel,astra model,Polovan,Dizel,l2,105-125,Automatik,l3,crna,five,2 x 2,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,21000-24000
kia,sorento model,Polovan,Dizel,l4,95-105,Manuelni,l2,siva,five,4 x 4,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,21000-24000
opel,insignia model,Polovan,Dizel,l2,95-105,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,21000-24000
volkswagen,passat model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,21000-24000
renault,scenic model,Polovan,Dizel,l2,75-85,Manuelni,l4,plava,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,21000-24000
volkswagen,passat model,Polovan,Dizel,l3,95-105,Manuelni,l5,plava,five,4 x 4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000-24000
volkswagen,passat model,Polovan,Dizel,l2,95-105,Automatik,l3,plava,five,2 x 2,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no,21000-24000
audi,a4 model,Polovan,Dizel,l3,105-125,Manuelni,l5,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000-24000
audi,a3 model,Polovan,Dizel,l2,75-85,Automatik,l4,bijela,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,21000-24000
audi,a3 model,Polovan,Dizel,l2,75-85,Automatik,l3,plava,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,21000-24000
ford,mondeo model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,21000-24000
bmw,serija1 model,Polovan,Dizel,l3,85-95,Manuelni,l3,siva,five,2 x 2,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
bmw,x3 model,Polovan,Dizel,l4,145-165,Automatik,l5,siva,five,4 x 4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,21000-24000
skoda,yeti model,Polovan,Dizel,l3,95-105,Manuelni,l4,siva,five,4 x 4,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
citroen,c5 model,Polovan,Dizel,l3,95-105,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,21000-24000
volkswagen,polo model,Nov,Benzin,l1,55-65,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,21000-24000
citroen,c5 model,Polovan,Dizel,l3,95-105,Manuelni,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
volvo,s60 model,Polovan,Dizel,l3,75-85,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
opel,insignia model,Polovan,Dizel,l2,105-125,Manuelni,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
fiat,500 model,Nov,Benzin,l1,65-75,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000-24000
citroen,c5 model,Polovan,Dizel,l3,145-165,Automatik,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
mercedes-benz,c model,Polovan,Dizel,l4,95-105,Manuelni,l4,crna,five,2 x 2,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,21000-24000
volkswagen,passat model,Polovan,Dizel,l3,95-105,Manuelni,l4,crvena,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,21000-24000
volkswagen,jetta model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,21000-24000
volkswagen,phaeton model,Polovan,Dizel,l4,165-...,Automatik,l5,siva,five,4 x 4,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,21000-24000
audi,a3 model,Polovan,Dizel,l2,75-85,Automatik,l4,siva,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
citroen,c5 model,Polovan,Dizel,l2,105-125,Automatik,l3,srebrena,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,21000-24000
volkswagen,touran model,Polovan,Dizel,l2,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000-24000
volkswagen,golf6 model,Polovan,Dizel,l3,95-105,Manuelni,l2,crna,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,21000-24000
volvo,s60 model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,21000-24000
volkswagen,passat model,Polovan,Dizel,l3,75-85,Manuelni,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
skoda,octavia model,Polovan,Dizel,l2,95-105,Manuelni,l2,crna,five,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,21000-24000
citroen,c4picasso model,Polovan,Dizel,l2,85-95,Automatik,l3,siva,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,21000-24000
volkswagen,passat model,Polovan,Dizel,l2,75-85,Manuelni,l2,braon,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
citroen,c4picasso model,Polovan,Dizel,l2,65-75,Automatik,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,21000-24000
volkswagen,transporter model,Polovan,Dizel,l3,105-125,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,21000-24000
audi,a3 model,Polovan,Dizel,l3,75-85,Automatik,l4,siva,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,21000-24000
volkswagen,golf7 model,Polovan,Dizel,l2,75-85,Manuelni,l3,srebrena,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
citroen,c5 model,Polovan,Dizel,l2,105-125,Automatik,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
volvo,v40 model,Polovan,Dizel,l2,75-85,Manuelni,l3,crvena,five,2 x 2,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,21000-24000
volvo,s60 model,Polovan,Dizel,l2,75-85,Manuelni,l2,crvena,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
volkswagen,passat model,Polovan,Dizel,l2,75-85,Manuelni,l3,crvena,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,21000-24000
bmw,serija5 model,Polovan,Dizel,l4,105-125,Manuelni,l4,siva,five,2 x 2,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,21000-24000
